Proteins, Eliot EXO, Clov EXO, Tato EXO, Samo EXO, Flash EXO, Gus 2 EXO,Fritz 2 EXO,Tessa 2 EXO,Fritz 1 EXO,Tessa 1 EXO,Gus 1 EXO
Scavenger_mRNA_decapping_enzyme_C-term_binding /HIT_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_140007400 PE=4 SV=1,5,0,0,0,0,6,0,0,0,0,2
Scd6-like_Sm_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250010600 PE=4 SV=1,0,0,14,8,6,0,0,0,0,5,0
SelR_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280033900 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
SEP_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220008200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Serine hydroxymethyltransferase OS=Leishmania infantum OX=5671 GN=SHMT-S PE=3 SV=1,9,2,3,3,7,6,4,0,10,3,2
Serine palmitoyltransferase-like protein OS=Leishmania infantum OX=5671 GN=LINF_340044900 PE=4 SV=1,4,2,3,0,5,7,3,0,0,0,0
Serine/threonine_protein_kinase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360021400 PE=4 SV=1,18,9,4,0,12,20,8,6,7,10,6
Serine/threonine-protein phosphatase 2A activator OS=Leishmania infantum OX=5671 GN=LINF_070007100 PE=3 SV=1,0,0,0,0,0,0,0,0,5,0,0
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_050005900 PE=3 SV=1,26,10,18,10,15,15,8,0,12,31,0
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_120011800 PE=3 SV=1,28,8,8,8,25,25,14,0,16,17,4
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_280012000 PE=3 SV=1,9,6,9,13,8,5,8,0,17,4,4
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_280034000 PE=3 SV=1,5,0,3,4,0,0,0,0,0,3,0
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_320037900 PE=3 SV=1,6,4,12,13,9,2,2,0,9,0,0
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_340014300 PE=3 SV=1,0,0,0,0,0,0,0,0,4,0,0
Serine/threonine-protein phosphatase OS=Leishmania infantum OX=5671 GN=LINF_360027500 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Seryl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_110005900 PE=4 SV=1,35,10,13,30,26,50,13,0,19,22,21
SET_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270006500 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Short chain dehydrogenase-like protein OS=Leishmania infantum OX=5671 GN=LINF_360042700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Short_chain_dehydrogenase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350026700 PE=4 SV=1,0,0,0,0,0,3,0,0,0,0,0
Sidoreflexin OS=Leishmania infantum OX=5671 GN=LINF_010010800 PE=3 SV=1,3,0,0,0,0,11,0,0,0,0,3
Signal recognition particle 54 kDa protein OS=Leishmania infantum OX=5671 GN=LINF_240012300 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Signal recognition particle receptor subunit beta OS=Leishmania infantum OX=5671 GN=LINF_330035500 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Signal recognition particle subunit SRP72 OS=Leishmania infantum OX=5671 GN=LINF_190012800 PE=3 SV=1,0,2,5,0,0,0,0,0,3,0,0
Signal sequence receptor subunit gamma OS=Leishmania infantum OX=5671 GN=LINF_140007500 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Signal_peptidase_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_150013100 PE=3 SV=1,0,0,0,0,2,0,0,0,0,0,0
Similarity to endo-1-like protein OS=Leishmania infantum OX=5671 GN=LINF_360077100 PE=4 SV=1,0,0,0,0,0,2,0,0,0,0,0
Small glutamine-rich tetratricopeptide repeat protein OS=Leishmania infantum OX=5671 GN=SGT PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Small hydrophilic endoplasmic reticulum-associated protein (Sherp) OS=Leishmania infantum OX=5671 GN=SHERP PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Small nuclear ribonucleoprotein component-like protein OS=Leishmania infantum OX=5671 GN=LINF_320028300 PE=3 SV=1,4,0,9,4,3,0,6,0,6,0,0
Small nuclear ribonucleoprotein Sm D2 OS=Leishmania infantum OX=5671 GN=LINF_330042000 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Small nuclear ribonucleoprotein Sm D3 OS=Leishmania infantum OX=5671 GN=LINF_340046300 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
S-methyl-5'-thioadenosine phosphorylase OS=Leishmania infantum OX=5671 GN=LINF_050013500 PE=3 SV=1,14,0,5,0,16,23,12,2,7,15,11
SMP-30/Gluconolaconase/LRE-like_region_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280018100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
SNAP_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320036100 PE=3 SV=1,5,0,0,0,3,5,0,0,0,0,0
SNARE_associated_Golgi_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280012300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
SNF1 -related_protein_kinase_regulatory_subunit_beta_-_putative OS=Leishmania infantum OX=5671 GN=LINF_230010200 PE=3 SV=1,3,0,0,0,0,3,0,0,0,0,0
Snf7_-_putative OS=Leishmania infantum OX=5671 GN=LINF_160014900 PE=4 SV=1,4,0,0,0,0,5,0,0,0,0,4
Snf7_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270020900 PE=4 SV=1,11,0,3,0,7,18,9,2,8,14,8
Snf7_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350049800 PE=4 SV=1,6,0,0,0,4,7,0,0,2,4,5
Snf7_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360047400 PE=4 SV=1,0,0,0,0,0,5,0,0,0,4,0
"Sodium stibogluconate resistance protein, putative OS=Leishmania infantum OX=5671 GN=LinJ_31_3400 PE=4 SV=1",20,0,0,0,2,7,3,9,4,2,4
Soluble_NSF_attachment_protein_-_SNAP_-_putative OS=Leishmania infantum OX=5671 GN=LINF_020008100 PE=3 SV=1,16,9,3,0,9,9,10,0,8,11,3
SPFH_domain_/_Band_7_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190018200 PE=4 SV=1,4,0,0,0,4,9,5,0,0,7,3
SPFH_domain_/_Band_7_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190018300 PE=4 SV=1,18,0,3,0,10,20,5,0,0,8,5
Sphingolipid 4-desaturase OS=Leishmania infantum OX=5671 GN=LINJ_26_1680 PE=3 SV=1,4,0,0,0,0,3,0,0,0,0,2
Splicing factor ptsr1-like protein OS=Leishmania infantum OX=5671 GN=LINF_070014900 PE=4 SV=1,18,46,32,39,18,15,25,0,44,26,10
Squalene monooxygenase OS=Leishmania infantum OX=5671 GN=LINF_130021700 PE=3 SV=1,0,0,0,0,0,2,0,0,0,0,0
Sre-2/carboxylate carrier-like protein OS=Leishmania infantum OX=5671 GN=LINF_050011900 PE=3 SV=1,0,0,0,0,0,6,0,0,0,4,2
Staphylococcal_nuclease_homologue /Tudor_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_320015100 PE=4 SV=1,0,2,8,2,2,6,3,0,9,2,0
Staphylococcal_nuclease_homologue_-_putative OS=Leishmania infantum OX=5671 GN=LINF_060016600 PE=4 SV=1,4,2,0,0,0,0,0,0,0,0,0
START domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_11_0880 PE=4 SV=1,6,0,0,0,8,14,0,0,9,6,6
START_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290035100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Stomatin-like protein OS=Leishmania infantum OX=5671 GN=LINF_050015800 PE=3 SV=1,0,0,0,0,0,7,0,0,0,5,0
Stress_responsive_A/B_Barrel_Domain_-_putative OS=Leishmania infantum OX=5671 GN=LINF_270013700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Stress-induced protein sti1 OS=Leishmania infantum OX=5671 GN=LINF_080016000 PE=4 SV=1,25,5,2,7,26,22,15,3,7,18,4
Stress-inducible protein STI1 homolog OS=Leishmania infantum OX=5671 GN=LINF_360005700 PE=4 SV=1,41,7,5,4,17,45,17,6,15,24,27
"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Leishmania infantum OX=5671 GN=LINF_240021800 PE=3 SV=1",6,0,0,0,2,8,3,6,0,11,4
"Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial OS=Leishmania infantum OX=5671 GN=LINF_250028300 PE=3 SV=1",0,0,0,0,0,0,0,0,0,0,0
"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Leishmania infantum OX=5671 GN=LINF_360037500 PE=3 SV=1",0,0,0,0,0,4,0,0,0,3,3
Succinyl-CoA:3-ketoacid-coenzyme A transferase OS=Leishmania infantum OX=5671 GN=LINF_300024100 PE=3 SV=1,0,0,0,0,2,0,0,0,0,0,0
Succinyl-CoA:3-ketoacid-coenzyme A transferase OS=Leishmania infantum OX=5671 GN=LINF_330032400 PE=3 SV=1,0,0,2,0,4,0,2,0,0,0,0
Sucrase/ferredoxin-like_-_putative OS=Leishmania infantum OX=5671 GN=LINF_360071800 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Sucrose-6-phosphate hydrolase OS=Leishmania infantum OX=5671 GN=LINF_230017200 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Sucrose-phosphate synthase-like protein OS=Leishmania infantum OX=5671 GN=LINF_160015100 PE=4 SV=1,11,7,0,2,10,13,8,3,13,3,8
Sulfhydryl oxidase OS=Leishmania infantum OX=5671 GN=QSOX PE=4 SV=1,0,2,2,0,2,4,0,0,0,3,3
Sulfurtransferase OS=Leishmania infantum OX=5671 GN=LINF_090022300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Superoxide dismutase OS=Leishmania infantum OX=5671 GN=FESODA PE=3 SV=1,0,0,0,0,7,2,4,0,0,0,0
Superoxide dismutase OS=Leishmania infantum OX=5671 GN=SODB1 PE=3 SV=1,26,8,20,11,46,29,16,9,30,14,18
Superoxide dismutase OS=Leishmania infantum OX=5671 GN=SODB2 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
SURF1-like protein OS=Leishmania infantum OX=5671 GN=LINF_130006000 PE=3 SV=1,0,0,0,0,0,3,0,0,0,0,0
Surface antigen-like protein OS=Leishmania infantum OX=5671 GN=LINF_040007000 PE=4 SV=1,0,9,3,0,17,14,10,106,17,13,35
Surface antigen-like protein OS=Leishmania infantum OX=5671 GN=LINF_040007100 PE=4 SV=1,0,3,0,0,10,0,10,16,6,8,7
Surface antigen-like protein OS=Leishmania infantum OX=5671 GN=LINF_050014200 PE=4 SV=1,0,4,0,0,9,15,4,22,10,13,6
Surface antigen-like protein OS=Leishmania infantum OX=5671 GN=LINF_050017500 PE=4 SV=1,5,9,0,0,24,25,9,23,12,40,29
Symplekin_C domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_31_2430 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
T-complex protein 1 subunit delta OS=Leishmania infantum OX=5671 GN=LINF_210018500 PE=3 SV=1,11,2,5,3,7,9,7,0,14,13,4
T-complex protein 1 subunit eta OS=Leishmania infantum OX=5671 GN=LINF_350044000 PE=3 SV=1,18,3,10,11,15,10,12,0,29,20,5
T-complex protein 1 subunit gamma OS=Leishmania infantum OX=5671 GN=LINF_230021100 PE=3 SV=1,36,13,14,16,32,34,38,0,40,36,16
T-complex_protein_10_C-terminus_-_putative OS=Leishmania infantum OX=5671 GN=LINF_130021400 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
T-complex_protein_11_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300039900 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Tctex-1_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_280015100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
TerD_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310034000 PE=4 SV=1,17,0,0,0,3,20,3,6,6,8,9
Tetratricopeptide_repeat/TPR_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_040010500 PE=3 SV=1,9,2,0,2,4,4,3,0,14,5,2
Tetratricopeptide_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_040009200 PE=4 SV=1,10,0,0,0,0,8,0,0,5,4,4
Tetratricopeptide_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_190020400 PE=4 SV=1,8,3,0,0,0,6,0,0,5,4,3
Thiamine biosynthesis-like protein OS=Leishmania infantum OX=5671 GN=LINF_330025200 PE=4 SV=1,4,0,9,8,7,5,3,0,0,11,3
Thiol-dependent reductase 1 OS=Leishmania infantum OX=5671 GN=TDR1 PE=1 SV=1,24,0,5,2,12,26,12,0,16,6,13
Thioredoxin OS=Leishmania infantum OX=5671 GN=LINF_010007600 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Thioredoxin/Thioredoxin-like_domain/Thioredoxin-like_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340027200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Thioredoxin_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350018200 PE=4 SV=1,0,0,0,0,4,3,0,0,0,2,2
Threonylcarbamoyl-AMP synthase OS=Leishmania infantum OX=5671 GN=LINF_280027300 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Threonyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_350019000 PE=3 SV=1,14,15,27,34,20,7,12,0,22,15,3
TIP49_C-terminus /Holliday_junction_DNA_helicase_ruvB_N-terminus/AAA_domain_ (Dynein-related_subfamily)/AAA_domain/ATPase_family_associa ted_with_various_cellular_activities_(AAA)_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350017500 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Tir_chaperone_protein_(CesT)_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_310013100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
TMEM164_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_150022000 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
TPR repeat/Tetratricopeptide repeat/Uncharacterized protein family (UPF0121) OS=Leishmania infantum OX=5671 GN=LINF_350054400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
TPR_repeat/Tetratricopeptide_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290008200 PE=4 SV=1,2,0,0,0,0,0,0,0,0,0,0
TPR_repeat_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340045900 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Trafficking protein particle complex subunit OS=Leishmania infantum OX=5671 GN=LINF_320034200 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Transaldolase OS=Leishmania infantum OX=5671 GN=LINF_160013000 PE=3 SV=1,30,0,2,7,15,34,10,0,13,4,13
Transcription elongation factor-like protein OS=Leishmania infantum OX=5671 GN=LINF_330037400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Transcription elongation regulator-like protein OS=Leishmania infantum OX=5671 GN=LINF_270030300 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Transcription_factor_Pcc1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_340013900 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Transketolase OS=Leishmania infantum OX=5671 GN=LINF_240026800 PE=3 SV=1,22,9,7,8,15,31,17,8,13,20,17
Translation_initiation_factor_eIF3_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250028200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Translation_initiation_factor_SUI1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220013800 PE=4 SV=1,0,0,4,0,0,0,0,0,0,0,0
Translation_initiation_factor_SUI1_-_putative OS=Leishmania infantum OX=5671 GN=LINF_250009300 PE=4 SV=2,2,0,0,0,0,0,0,0,0,0,0
Translation-associated_element_2_-__putative OS=Leishmania infantum OX=5671 GN=LINF_090015700 PE=3 SV=1,0,0,7,3,0,0,0,0,4,9,0
Translocon-associated_protein_beta_(TRAPB)/Domain _of_uncharacterized_function_DUF11/CARDB_-_putative OS=Leishmania infantum OX=5671 GN=LINF_300037100 PE=4 SV=1,10,5,5,2,9,13,11,0,2,7,13
Transmembrane 9 superfamily member OS=Leishmania infantum OX=5671 GN=LINF_130019000 PE=3 SV=1,3,0,9,9,4,11,6,2,0,9,4
Transmembrane 9 superfamily member OS=Leishmania infantum OX=5671 GN=LINF_290022800 PE=3 SV=1,0,0,5,3,4,0,5,2,0,11,0
Transmembrane 9 superfamily member OS=Leishmania infantum OX=5671 GN=LINF_340044100 PE=3 SV=1,5,4,14,6,13,16,5,2,0,17,10
Transmembrane_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_200007400 PE=4 SV=1,7,4,4,0,11,15,10,3,2,5,12
Transportin2-like_protein OS=Leishmania infantum OX=5671 GN=LINF_360035100 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
"Trifunctional enzyme alpha subunit, mitochondrial-like protein OS=Leishmania infantum OX=5671 GN=LINF_260020500 PE=4 SV=1",4,0,0,0,2,0,2,0,0,0,0
Triosephosphate isomerase OS=Leishmania infantum OX=5671 GN=LINF_240013700 PE=3 SV=1,13,0,9,2,15,19,6,0,11,9,13
tRNA (guanine(37)-N1)-methyltransferase OS=Leishmania infantum OX=5671 GN=LINJ_16_0320 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
tRNA (guanine-N(7)-)-methyltransferase OS=Leishmania infantum OX=5671 GN=LINF_350057900 PE=3 SV=1,0,0,6,6,0,0,0,0,0,0,0
tRNA(Phe) 7-((3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4))-methyltransferase OS=Leishmania infantum OX=5671 GN=LINF_320044700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
tRNA_edit domain-containing protein OS=Leishmania infantum OX=5671 GN=LINJ_21_1150 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Tryparedoxin OS=Leishmania infantum OX=5671 GN=TXN1 PE=4 SV=1,31,0,4,4,28,29,19,5,25,11,22
Tryparedoxin-like protein OS=Leishmania infantum OX=5671 GN=LINF_290017300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Tryparedoxin-like protein OS=Leishmania infantum OX=5671 GN=LINF_310027400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Tryptophanyl-tRNA synthetase OS=Leishmania infantum OX=5671 GN=LINF_290005500 PE=3 SV=1,5,0,0,2,6,6,2,0,6,0,4
Tubulin alpha chain OS=Leishmania infantum OX=5671 GN=LINF_130007800 PE=3 SV=1,70,47,107,103,78,67,79,33,64,96,70
Tubulin beta chain OS=Leishmania infantum OX=5671 GN=LINF_330015000 PE=3 SV=1,55,69,115,132,66,68,84,36,66,90,55
Tubulin beta chain OS=Leishmania infantum OX=5671 GN=LINJ_08_1280 PE=3 SV=1,52,69,111,129,63,66,83,36,62,89,54
Tubulin gamma chain OS=Leishmania infantum OX=5671 GN=LINF_250015500 PE=3 SV=1,0,0,3,6,0,0,0,0,0,0,0
Tubulin/FtsZ_family_-_putative OS=Leishmania infantum OX=5671 GN=LINF_200012700 PE=4 SV=1,0,0,3,0,0,0,0,0,0,0,0
Tubulin_cofactor_C_domain-containing_protein_RP2_-_putative OS=Leishmania infantum OX=5671 GN=LINF_180010300 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Tubulin-specific chaperone A OS=Leishmania infantum OX=5671 GN=LINF_320036950 PE=3 SV=1,6,0,0,0,0,8,0,0,0,0,0
Tyrosine aminotransferase OS=Leishmania infantum OX=5671 GN=TAT PE=1 SV=1,17,2,3,12,5,13,0,0,0,6,5
Tyrosyl or methionyl-tRNA synthetase-like protein OS=Leishmania infantum OX=5671 GN=LINJ_16_1170 PE=4 SV=2,2,0,0,0,0,2,0,0,0,0,0
UBA/TS-N_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_240021300 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ubiquinol-cytochrome_C_reductase_complex_14kD_subunit_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350006100 PE=3 SV=1,4,0,5,0,4,10,0,0,0,2,0
Ubiquinol-cytochrome-c reductase-like protein OS=Leishmania infantum OX=5671 GN=LINF_310033900 PE=3 SV=1,0,0,0,0,0,0,0,0,0,4,0
Ubiquitin carboxyl-terminal hydrolase OS=Leishmania infantum OX=5671 GN=LINF_240009000 PE=3 SV=1,5,0,0,0,2,2,2,0,5,2,3
Ubiquitin carboxyl-terminal hydrolase OS=Leishmania infantum OX=5671 GN=LINF_250007000 PE=3 SV=1,4,0,0,0,0,5,0,0,0,0,0
Ubiquitin carboxyl-terminal hydrolase OS=Leishmania infantum OX=5671 GN=LINF_290030700 PE=3 SV=1,6,0,0,0,0,10,0,0,6,0,2
Ubiquitin carboxyl-terminal hydrolase OS=Leishmania infantum OX=5671 GN=LINF_310006400 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ubiquitin carboxyl-terminal hydrolase OS=Leishmania infantum OX=5671 GN=LINF_340048400 PE=3 SV=1,0,0,0,0,0,2,0,0,2,0,0
Ubiquitin thioesterase OS=Leishmania infantum OX=5671 GN=LINF_170021400 PE=3 SV=1,2,0,0,0,2,0,0,0,3,2,0
Ubiquitin-2_like_Rad60_SUMO-like_-_putative OS=Leishmania infantum OX=5671 GN=LINF_210025800 PE=4 SV=1,10,0,0,0,5,9,6,0,0,0,5
Ubiquitin-conjugating enzyme-like protein OS=Leishmania infantum OX=5671 GN=LINF_130021300 PE=4 SV=1,13,2,8,7,7,15,8,0,10,14,9
Ubiquitin-fold modifier 1 OS=Leishmania infantum OX=5671 GN=LINF_160016100 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ubiquitin-fold modifier-conjugating enzyme 1 OS=Leishmania infantum OX=5671 GN=LINF_150020300 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ubiquitin-like modifier-activating enzyme 5 OS=Leishmania infantum OX=5671 GN=LINF_150017800 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ubiquitin-like protein OS=Leishmania infantum OX=5671 GN=LINF_130012200 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Ubiquitin-like protein OS=Leishmania infantum OX=5671 GN=LINF_340026400 PE=4 SV=1,0,0,0,0,0,2,0,0,2,0,2
Ubiquitin-like_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_030012700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
UBX_domain_containing_protein_-_putative OS=Leishmania infantum OX=5671 GN=LINF_350024700 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
UBX_domain-containing_protein OS=Leishmania infantum OX=5671 GN=LINF_290008400 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
UDP-galactopyranose mutase OS=Leishmania infantum OX=5671 GN=GLF PE=4 SV=1,6,0,0,3,4,7,0,0,5,5,2
UDP-galactose_transporter_-_putative OS=Leishmania infantum OX=5671 GN=LINF_220016100 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
UDP-glucose 4-epimerase OS=Leishmania infantum OX=5671 GN=LINF_330032000 PE=3 SV=1,0,0,0,0,0,3,0,0,0,0,0
UDP-glucose:Glycoprotein_Glucosyltransferase_-_putative OS=Leishmania infantum OX=5671 GN=LINF_290028800 PE=3 SV=2,0,0,0,0,2,4,0,0,0,0,2
Uncharacterized protein (Fragment) OS=Leishmania infantum OX=5671 GN=LINJ_07_0950 PE=4 SV=1,0,0,0,0,0,5,0,0,2,0,0
Uncharacterized protein (Fragment) OS=Leishmania infantum OX=5671 GN=LINJ_07_0970 PE=4 SV=1,0,0,0,0,0,21,0,8,5,7,0
Uncharacterized protein (Fragment) OS=Leishmania infantum OX=5671 GN=LINJ_34_0710 PE=4 SV=2,0,0,0,0,0,0,0,0,0,0,0
Uncharacterized protein (Fragment) OS=Leishmania infantum OX=5671 GN=LINJ_34_0720 PE=4 SV=2,0,0,0,0,0,0,0,0,0,0,0
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINF_200021600 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ.12.0013 PE=4 SV=2,0,0,0,0,0,0,0,0,0,2,0
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ.12.0800 PE=4 SV=1,0,0,0,0,2,0,0,0,0,0,0
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_01_0480 PE=4 SV=1,0,2,3,9,2,0,5,0,17,0,0
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_05_0490 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_07_0980 PE=4 SV=1,0,0,0,0,0,4,0,2,3,6,0
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_07_0990 PE=4 SV=2,4,0,0,0,4,40,0,16,13,13,21
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_08_0430 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_09_0430 PE=4 SV=1,0,0,3,0,0,3,2,0,0,0,0
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_13_1520 PE=4 SV=2,22,0,0,0,0,35,0,5,12,11,4
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_15_0500 PE=4 SV=1,5,0,0,0,0,15,0,9,9,2,7
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_15_0730 PE=4 SV=1,6,2,0,0,3,19,0,11,10,4,8
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_15_1590 PE=4 SV=1,0,0,0,0,5,0,0,0,0,0,0
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_19_0520 PE=4 SV=1,4,0,2,0,7,4,6,0,4,0,2
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_20_0160 PE=4 SV=2,19,0,0,0,3,11,0,0,5,5,0
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_20_0930 PE=3 SV=1,0,0,0,0,0,0,0,0,0,0,0
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_20_1130 PE=4 SV=1,7,0,0,0,6,22,0,0,0,9,0
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_21_0570 PE=4 SV=2,0,0,0,0,0,0,0,0,0,0,0
Uncharacterized protein OS=Leishmania infantum OX=5671 GN=LINJ_21_0780 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0
